ph,temperature,turbidity,tds,Potability,timestamp
4.23,19.3,10.9,925.0,0,2026-05-01T06:51:55.062297+00:00
7.12,20.4,3.11,365.0,1,2026-05-01T06:51:58.110044+00:00
4.7,18.1,5.05,971.0,0,2026-05-01T06:52:01.157007+00:00
4.03,28.4,14.46,731.0,0,2026-05-01T06:52:04.202622+00:00
6.58,22.1,1.99,88.0,1,2026-05-01T06:52:07.246948+00:00
7.79,20.9,3.06,60.0,1,2026-05-01T06:52:10.276877+00:00
5.47,26.0,10.0,1035.0,0,2026-05-01T06:52:13.369045+00:00
6.82,21.6,1.86,129.0,1,2026-05-01T06:52:16.399629+00:00
7.05,23.0,0.18,166.0,1,2026-05-01T06:52:19.446336+00:00
7.74,21.6,3.24,399.0,1,2026-05-01T06:52:22.508524+00:00
5.05,30.8,9.01,782.0,0,2026-05-01T06:52:25.555901+00:00
8.21,29.0,14.31,1040.0,0,2026-05-01T06:52:28.598170+00:00
7.76,21.3,3.3,148.0,1,2026-05-01T06:52:31.618642+00:00
9.0,31.1,9.79,1116.0,0,2026-05-01T06:52:34.665958+00:00
7.15,22.4,0.72,169.0,1,2026-05-01T06:52:37.712890+00:00
6.81,23.2,2.47,75.0,1,2026-05-01T06:52:40.759819+00:00
7.63,21.1,6.14,617.0,0,2026-05-01T06:52:43.810094+00:00
6.11,26.8,12.36,775.0,0,2026-05-01T06:52:46.856886+00:00
5.03,27.2,10.33,1196.0,0,2026-05-01T06:52:49.890085+00:00
6.92,22.9,1.24,385.0,1,2026-05-01T06:52:52.935385+00:00
9.43,25.4,13.49,810.0,0,2026-05-01T06:52:55.982513+00:00
6.73,24.3,0.07,79.0,1,2026-05-01T06:52:59.017140+00:00
7.49,23.8,3.66,347.0,1,2026-05-01T06:53:02.063245+00:00
9.21,30.5,10.01,927.0,0,2026-05-01T06:53:05.100792+00:00
6.76,17.9,8.22,1162.0,0,2026-05-01T06:53:08.147772+00:00
8.16,23.6,0.73,237.0,1,2026-05-01T06:53:11.193871+00:00
6.66,18.6,6.36,626.0,0,2026-05-01T06:53:14.240514+00:00
7.6,22.2,1.66,238.0,1,2026-05-01T06:53:17.287005+00:00
7.47,34.0,12.28,647.0,0,2026-05-01T06:53:20.323508+00:00
8.54,29.2,10.73,1104.0,0,2026-05-01T06:53:23.402030+00:00
4.23,22.6,7.37,1106.0,0,2026-05-01T06:53:26.441002+00:00
6.93,21.6,1.8,300.0,1,2026-05-01T06:53:29.488554+00:00
8.18,24.6,1.52,408.0,1,2026-05-01T06:53:32.542150+00:00
8.13,22.3,2.27,202.0,1,2026-05-01T06:53:35.586283+00:00
7.57,23.0,2.66,260.0,1,2026-05-01T06:53:38.638964+00:00
6.47,31.9,7.79,1147.0,0,2026-05-01T06:53:41.693255+00:00
7.65,25.0,3.93,163.0,1,2026-05-01T06:53:44.726394+00:00
7.39,27.7,7.67,709.0,0,2026-05-01T06:53:47.774424+00:00
8.45,21.6,1.94,290.0,1,2026-05-01T06:53:50.817936+00:00
7.87,24.4,2.55,349.0,1,2026-05-01T06:53:53.862590+00:00
7.7,20.9,0.23,266.0,1,2026-05-01T06:53:56.909015+00:00
4.99,21.8,6.87,1059.0,0,2026-05-01T06:54:01.289696+00:00
7.6,22.8,2.84,375.0,1,2026-05-01T06:54:04.329655+00:00
7.51,31.6,14.98,526.0,0,2026-05-01T06:54:07.378130+00:00
8.55,15.5,10.26,597.0,0,2026-05-01T06:54:10.427767+00:00
6.51,20.1,1.36,229.0,1,2026-05-01T06:54:13.475504+00:00
4.55,30.5,13.62,984.0,0,2026-05-01T06:54:16.523088+00:00
8.05,20.4,1.72,53.0,1,2026-05-01T06:54:19.571422+00:00
5.44,33.7,6.45,928.0,0,2026-05-01T06:54:22.607187+00:00
8.05,23.2,2.67,192.0,1,2026-05-01T06:54:25.647386+00:00
8.85,34.9,10.13,503.0,0,2026-05-01T06:54:28.689609+00:00
7.37,20.1,1.09,331.0,1,2026-05-01T06:54:31.734037+00:00
8.09,24.8,2.92,364.0,1,2026-05-01T06:54:34.759006+00:00
8.37,23.2,1.78,363.0,1,2026-05-01T06:54:37.805613+00:00
9.16,32.1,6.68,622.0,0,2026-05-01T06:54:40.845891+00:00
8.37,17.8,5.3,874.0,0,2026-05-01T06:54:43.896761+00:00
6.97,24.7,3.81,159.0,1,2026-05-01T06:54:46.939030+00:00
4.11,26.5,10.49,924.0,0,2026-05-01T06:54:49.963241+00:00
7.47,22.4,1.11,305.0,1,2026-05-01T06:54:53.005499+00:00
7.7,24.0,0.56,243.0,1,2026-05-01T06:54:56.052440+00:00
8.17,25.0,3.6,124.0,1,2026-05-01T06:54:59.099292+00:00
7.92,21.4,2.56,66.0,1,2026-05-01T06:55:02.145295+00:00
7.39,31.6,8.93,737.0,0,2026-05-01T06:55:05.185065+00:00
7.1,20.8,1.93,327.0,1,2026-05-01T06:55:08.234197+00:00
8.18,22.7,3.13,361.0,1,2026-05-01T06:55:11.281978+00:00
5.81,16.5,5.9,994.0,0,2026-05-01T06:55:14.325102+00:00
9.32,17.3,14.58,1189.0,0,2026-05-01T06:55:17.381485+00:00
7.62,22.4,0.1,229.0,1,2026-05-01T06:55:20.415296+00:00
6.13,19.5,12.37,1097.0,0,2026-05-01T06:55:23.481628+00:00
4.82,33.1,5.62,726.0,0,2026-05-01T06:55:26.549402+00:00
4.91,30.4,14.8,852.0,0,2026-05-01T06:55:29.580746+00:00
4.66,19.4,13.51,516.0,0,2026-05-01T06:55:32.620498+00:00
5.64,21.8,14.59,791.0,0,2026-05-01T06:55:35.664642+00:00
6.95,24.5,0.48,281.0,1,2026-05-01T06:55:38.696813+00:00
4.92,32.2,6.61,674.0,0,2026-05-01T06:55:41.744968+00:00
5.28,15.0,12.19,551.0,0,2026-05-01T06:55:44.786636+00:00
7.48,22.2,2.72,139.0,1,2026-05-01T06:55:47.834519+00:00
6.26,20.3,10.58,963.0,0,2026-05-01T06:55:50.881612+00:00
6.95,22.5,1.75,182.0,1,2026-05-01T06:55:53.926248+00:00
7.53,20.7,2.35,108.0,1,2026-05-01T06:55:56.976003+00:00
7.83,33.1,9.04,668.0,0,2026-05-01T06:56:00.007092+00:00
7.69,18.3,9.18,790.0,0,2026-05-01T06:56:03.054497+00:00
7.98,29.6,5.67,1025.0,0,2026-05-01T06:56:06.092576+00:00
4.01,23.3,7.69,804.0,0,2026-05-01T06:56:09.141662+00:00
5.07,34.5,5.89,892.0,0,2026-05-01T06:56:12.180997+00:00
8.22,24.3,1.55,331.0,1,2026-05-01T06:56:15.212282+00:00
7.59,23.1,0.86,232.0,1,2026-05-01T06:56:18.259709+00:00
8.17,24.4,0.91,357.0,1,2026-05-01T06:56:21.306996+00:00
4.66,17.4,7.45,1170.0,0,2026-05-01T06:56:24.357793+00:00
7.85,33.8,6.93,846.0,0,2026-05-01T06:56:27.379754+00:00
7.51,20.0,0.67,85.0,1,2026-05-01T06:56:30.429380+00:00
6.83,24.2,10.99,753.0,0,2026-05-01T06:56:34.865931+00:00
7.7,24.4,2.32,260.0,1,2026-05-01T06:56:37.900008+00:00
4.7,23.0,6.88,668.0,0,2026-05-01T06:56:40.946296+00:00
4.53,28.7,8.98,600.0,0,2026-05-01T06:56:43.983840+00:00
8.47,24.3,3.15,131.0,1,2026-05-01T06:56:47.020774+00:00
7.74,22.7,0.44,241.0,1,2026-05-01T06:56:50.067020+00:00
4.41,21.5,11.05,1188.0,0,2026-05-01T06:56:53.087975+00:00
8.16,24.3,2.35,133.0,1,2026-05-01T06:56:56.143067+00:00
6.39,21.4,6.04,864.0,0,2026-05-01T06:56:59.192141+00:00
4.19,18.4,13.83,552.0,0,2026-05-01T06:57:02.241980+00:00
8.27,23.4,0.18,156.0,1,2026-05-01T06:57:05.266405+00:00
7.58,16.0,10.69,960.0,0,2026-05-01T06:57:08.313967+00:00
9.09,21.3,8.39,862.0,0,2026-05-01T06:57:11.342335+00:00
6.25,25.3,11.16,814.0,0,2026-05-01T06:57:14.367597+00:00
8.07,29.2,9.8,628.0,0,2026-05-01T06:57:17.401629+00:00
4.84,34.0,7.6,1027.0,0,2026-05-01T06:57:20.431330+00:00
7.68,34.5,12.71,1140.0,0,2026-05-01T06:57:23.478035+00:00
8.07,22.0,3.6,103.0,1,2026-05-01T06:57:26.502976+00:00
8.28,21.9,3.7,245.0,1,2026-05-01T06:57:29.548312+00:00
7.98,21.8,1.11,122.0,1,2026-05-01T06:57:32.580320+00:00
7.36,24.5,2.13,209.0,1,2026-05-01T06:57:35.625550+00:00
5.92,35.88,765.8,82.76,0,2026-05-01T07:02:44.294127+00:00
5.92,35.88,765.8,82.76,0,2026-05-01T12:32:44
5.92,35.88,774.35,91.2,0,2026-05-01T07:02:47.469094+00:00
5.92,35.88,774.35,91.2,0,2026-05-01T12:32:47
6.23,35.88,765.13,81.76,0,2026-05-01T07:02:50.735567+00:00
6.23,35.88,765.13,81.76,0,2026-05-01T12:32:50
6.27,35.81,768.85,87.58,0,2026-05-01T07:02:53.995710+00:00
6.27,35.81,768.85,87.58,0,2026-05-01T12:32:53
6.28,35.81,768.43,88.07,0,2026-05-01T07:02:57.257356+00:00
6.28,35.81,768.43,88.07,0,2026-05-01T12:32:57
6.25,35.81,768.99,88.82,0,2026-05-01T07:03:00.521228+00:00
6.25,35.81,768.99,88.82,0,2026-05-01T12:33:00
6.22,35.81,753.43,90.8,0,2026-05-01T07:03:03.783873+00:00
6.22,35.81,753.43,90.8,0,2026-05-01T12:33:03
4.86,35.69,765.86,80.0,0,2026-05-01T07:03:07.046218+00:00
4.86,35.69,765.86,80.0,0,2026-05-01T12:33:07
5.35,35.44,761.38,85.87,0,2026-05-01T07:03:10.309473+00:00
5.35,35.44,761.38,85.87,0,2026-05-01T12:33:10
5.35,35.75,760.72,94.35,0,2026-05-01T07:03:13.572502+00:00
5.35,35.75,760.72,94.35,0,2026-05-01T12:33:13
5.37,35.75,758.64,84.93,0,2026-05-01T07:03:16.836555+00:00
5.37,35.75,758.64,84.93,0,2026-05-01T12:33:16
5.6,35.81,449.82,5.09,0,2026-05-01T07:03:20.098738+00:00
5.6,35.81,449.82,5.09,0,2026-05-01T12:33:20
5.56,35.81,294.77,4.81,0,2026-05-01T07:03:23.361863+00:00
5.56,35.81,294.77,4.81,0,2026-05-01T12:33:23
5.72,35.75,604.16,4.53,0,2026-05-01T07:03:26.625646+00:00
5.72,35.75,604.16,4.53,0,2026-05-01T12:33:26
5.73,35.75,751.67,7.07,0,2026-05-01T07:03:29.887697+00:00
5.73,35.75,751.67,7.07,0,2026-05-01T12:33:29
5.5,35.81,781.57,84.09,0,2026-05-01T07:03:33.150541+00:00
5.5,35.81,781.57,84.09,0,2026-05-01T12:33:33
5.58,35.81,772.93,79.34,0,2026-05-01T07:03:36.413988+00:00
5.58,35.81,772.93,79.34,0,2026-05-01T12:33:36
5.97,35.81,746.75,55.35,0,2026-05-01T07:03:39.679478+00:00
5.97,35.81,746.75,55.35,0,2026-05-01T12:33:39
5.8,35.44,786.56,5.97,0,2026-05-01T07:03:46.203195+00:00
5.8,35.44,786.56,5.97,0,2026-05-01T12:33:46
5.88,35.81,796.82,15.42,0,2026-05-01T07:03:49.466373+00:00
5.88,35.81,796.82,15.42,0,2026-05-01T12:33:49
5.98,35.81,817.34,7.9,0,2026-05-01T07:03:52.730169+00:00
5.98,35.81,817.34,7.9,0,2026-05-01T12:33:52
5.97,35.88,826.06,71.19,0,2026-05-01T07:03:55.992296+00:00
5.97,35.88,826.06,71.19,0,2026-05-01T12:33:55
5.07,35.81,836.02,45.66,0,2026-05-01T07:03:59.255301+00:00
5.07,35.81,836.02,45.66,0,2026-05-01T12:33:59
4.8,35.81,836.96,19.56,0,2026-05-01T07:04:02.520089+00:00
4.8,35.81,836.96,19.56,0,2026-05-01T12:34:02
5.12,35.94,833.48,19.79,0,2026-05-01T07:04:05.780732+00:00
5.12,35.94,833.48,19.79,0,2026-05-01T12:34:05
5.26,35.81,829.87,19.56,0,2026-05-01T07:04:09.046452+00:00
5.26,35.81,829.87,19.56,0,2026-05-01T12:34:09
5.28,35.81,830.5,18.73,0,2026-05-01T07:04:12.307383+00:00
5.28,35.81,830.5,18.73,0,2026-05-01T12:34:12
5.3,35.81,831.03,18.73,0,2026-05-01T07:04:15.572512+00:00
5.3,35.81,831.03,18.73,0,2026-05-01T12:34:15
5.36,35.81,832.04,1.42,0,2026-05-01T07:04:18.832901+00:00
5.36,35.81,832.04,1.42,0,2026-05-01T12:34:18
5.34,35.81,833.37,18.46,0,2026-05-01T07:04:22.096327+00:00
5.34,35.81,833.37,18.46,0,2026-05-01T12:34:22
5.37,35.88,834.29,18.16,0,2026-05-01T07:04:25.369515+00:00
5.37,35.88,834.29,18.16,0,2026-05-01T12:34:25
5.42,35.88,834.22,18.16,0,2026-05-01T07:04:28.622969+00:00
5.42,35.88,834.22,18.16,0,2026-05-01T12:34:28
5.44,35.88,877.96,12.91,0,2026-05-01T07:04:31.885309+00:00
5.44,35.88,877.96,12.91,0,2026-05-01T12:34:31
5.45,35.94,872.11,1.7,0,2026-05-01T07:04:35.148003+00:00
5.45,35.94,872.11,1.7,0,2026-05-01T12:34:35
5.46,35.94,863.68,1.42,0,2026-05-01T07:04:38.410954+00:00
5.46,35.94,863.68,1.42,0,2026-05-01T12:34:38
5.48,35.94,869.53,1.42,0,2026-05-01T07:04:41.674335+00:00
5.48,35.94,869.53,1.42,0,2026-05-01T12:34:41
5.5,36.0,867.7,1.41,0,2026-05-01T07:04:44.937499+00:00
5.5,36.0,867.7,1.41,0,2026-05-01T12:34:44
5.51,36.0,858.43,1.13,0,2026-05-01T07:04:48.211706+00:00
5.51,36.0,858.43,1.13,0,2026-05-01T12:34:48
5.52,36.0,859.07,3.39,0,2026-05-01T07:04:51.464172+00:00
5.52,36.0,859.07,3.39,0,2026-05-01T12:34:51
5.51,36.06,876.69,4.79,0,2026-05-01T07:04:54.727364+00:00
5.51,36.06,876.69,4.79,0,2026-05-01T12:34:54
5.51,36.06,873.44,8.43,0,2026-05-01T07:04:57.989919+00:00
5.51,36.06,873.44,8.43,0,2026-05-01T12:34:57
5.69,35.94,865.96,14.56,0,2026-05-01T07:18:01.181975+00:00
5.7,35.94,866.28,14.01,0,2026-05-01T07:18:04.383521+00:00
5.7,36.0,865.87,14.27,0,2026-05-01T07:18:07.648566+00:00
5.68,35.94,866.29,14.28,0,2026-05-01T07:18:59.873258+00:00
5.7,35.88,866.72,13.74,0,2026-05-01T07:19:03.120327+00:00
5.7,35.94,866.68,14.01,0,2026-05-01T07:19:06.386761+00:00
5.69,35.94,865.82,13.73,0,2026-05-01T07:19:09.645436+00:00
5.71,35.94,866.07,15.67,0,2026-05-01T07:19:12.905533+00:00
5.69,35.94,866.49,14.28,0,2026-05-01T07:19:16.169225+00:00
5.7,35.94,866.78,13.73,0,2026-05-01T07:19:19.431456+00:00
5.7,35.94,866.87,13.73,0,2026-05-01T07:19:22.699163+00:00
5.71,35.94,866.04,13.45,0,2026-05-01T07:19:25.963352+00:00
5.7,35.94,867.16,13.73,0,2026-05-01T07:19:29.221822+00:00
5.69,35.94,867.67,13.45,0,2026-05-01T07:19:32.488071+00:00
5.7,35.94,868.21,13.45,0,2026-05-01T07:19:39.012780+00:00
5.69,35.94,867.98,13.73,0,2026-05-01T07:19:42.274696+00:00
5.7,35.94,868.26,13.45,0,2026-05-01T07:19:45.542288+00:00
5.71,35.94,867.83,14.01,0,2026-05-01T07:19:48.801003+00:00
5.71,35.94,867.87,13.73,0,2026-05-01T07:19:52.068991+00:00
5.7,35.94,866.34,13.73,0,2026-05-01T07:19:55.327912+00:00
5.7,35.94,867.08,13.73,0,2026-05-01T07:19:58.591875+00:00
5.7,35.94,866.96,14.01,0,2026-05-01T07:20:01.872386+00:00
5.7,35.88,867.27,14.02,0,2026-05-01T07:20:05.123829+00:00
5.7,35.88,866.16,14.02,0,2026-05-01T07:20:08.378450+00:00
5.7,35.88,866.34,14.02,0,2026-05-01T07:20:11.653450+00:00
5.69,35.88,866.57,13.74,0,2026-05-01T07:20:14.907911+00:00
5.71,35.88,867.15,14.02,0,2026-05-01T07:20:18.171953+00:00
5.68,35.81,867.32,14.04,0,2026-05-01T07:20:21.434775+00:00
5.7,35.88,867.21,13.74,0,2026-05-01T07:20:24.696332+00:00
5.71,35.81,867.51,13.76,0,2026-05-01T07:20:28.019944+00:00
5.7,35.81,867.26,14.31,0,2026-05-01T07:20:31.247876+00:00
5.7,35.88,867.87,14.02,0,2026-05-01T07:20:34.495256+00:00
5.7,35.81,867.88,13.76,0,2026-05-01T07:20:37.750340+00:00
5.72,35.81,868.4,14.04,0,2026-05-01T07:20:41.031693+00:00
5.69,35.81,868.55,13.76,0,2026-05-01T07:20:44.276784+00:00
5.71,35.94,868.57,13.45,0,2026-05-01T07:21:20.192044+00:00
5.71,35.94,868.09,13.18,0,2026-05-01T07:21:23.443022+00:00
5.7,35.94,868.46,13.45,0,2026-05-01T07:21:26.697325+00:00
5.7,35.94,868.74,12.9,0,2026-05-01T07:21:29.960882+00:00
5.69,35.94,868.32,13.45,0,2026-05-01T07:21:33.221142+00:00
5.7,35.94,866.99,13.45,0,2026-05-01T07:21:36.482328+00:00
5.72,35.94,867.45,13.45,0,2026-05-01T07:21:39.745378+00:00
5.72,35.94,867.76,13.73,0,2026-05-01T07:21:43.009937+00:00
5.7,35.94,867.85,13.45,0,2026-05-01T07:21:46.272386+00:00
5.71,35.94,867.7,13.45,0,2026-05-01T07:21:49.533284+00:00
5.72,35.94,867.15,13.45,0,2026-05-01T07:21:52.799656+00:00
5.71,35.94,865.96,12.9,0,2026-05-01T07:21:56.060127+00:00
5.71,35.94,866.45,13.45,0,2026-05-01T07:21:59.321495+00:00
5.7,35.88,866.6,13.19,0,2026-05-01T07:22:02.585807+00:00
5.71,35.88,866.31,13.47,0,2026-05-01T07:22:05.848684+00:00
5.7,35.94,866.56,13.18,0,2026-05-01T07:22:12.499662+00:00
5.71,35.88,800.99,1.13,0,2026-05-01T07:22:12.523165+00:00
5.7,35.88,732.61,8.45,0,2026-05-01T07:22:15.688913+00:00
5.69,35.69,707.3,0.28,0,2026-05-01T07:22:18.901957+00:00
5.68,35.5,589.97,0.57,0,2026-05-01T07:22:22.166967+00:00
5.71,35.31,523.49,0.86,0,2026-05-01T07:22:25.428180+00:00
5.69,35.19,505.08,0.86,0,2026-05-01T07:22:28.690600+00:00
5.71,35.06,496.65,1.15,0,2026-05-01T07:22:31.956729+00:00
5.69,34.94,494.98,1.15,0,2026-05-01T07:22:35.219879+00:00
5.69,34.94,494.65,1.44,0,2026-05-01T07:22:38.477491+00:00
5.7,34.88,494.55,0.86,0,2026-05-01T07:22:41.741453+00:00
5.72,34.88,495.54,1.15,0,2026-05-01T07:22:45.006965+00:00
5.7,34.88,496.18,0.86,0,2026-05-01T07:22:48.270818+00:00
5.68,34.81,495.01,1.15,0,2026-05-01T07:22:51.537349+00:00
5.72,34.88,495.17,0.86,0,2026-05-01T07:22:54.796489+00:00
5.72,34.81,495.22,0.87,0,2026-05-01T07:22:58.058892+00:00
5.69,34.88,495.74,0.86,0,2026-05-01T07:23:01.321872+00:00
5.69,34.88,498.13,0.58,0,2026-05-01T07:23:04.614102+00:00
5.7,34.88,504.48,0.86,0,2026-05-01T07:23:07.848844+00:00
5.7,34.88,507.93,1.15,0,2026-05-01T07:23:11.110008+00:00
5.69,34.88,681.95,0.29,0,2026-05-01T07:23:14.375269+00:00
5.69,34.88,768.52,12.84,0,2026-05-01T07:23:17.635770+00:00
5.68,34.94,797.56,13.11,0,2026-05-01T07:23:20.901624+00:00
5.65,32.69,833.12,13.33,0,2026-05-01T07:23:24.211782+00:00
5.62,25.81,845.15,57.17,0,2026-05-01T07:23:27.429027+00:00
5.63,21.94,810.47,60.19,0,2026-05-01T07:23:30.707233+00:00
5.65,19.62,833.4,65.1,0,2026-05-01T07:23:33.950308+00:00
5.67,18.12,841.64,68.1,0,2026-05-01T07:23:37.215404+00:00
5.71,17.19,845.31,70.75,0,2026-05-01T07:23:40.475951+00:00
5.71,16.69,846.93,71.98,0,2026-05-01T07:23:43.740843+00:00
5.73,16.37,847.75,72.14,0,2026-05-01T07:23:47.004395+00:00
5.76,16.19,848.17,72.86,0,2026-05-01T07:23:50.266147+00:00
5.75,16.0,848.81,73.58,0,2026-05-01T07:23:53.531877+00:00
5.76,15.81,849.69,73.92,0,2026-05-01T07:23:56.817236+00:00
5.78,15.69,849.95,73.75,0,2026-05-01T07:24:00.077324+00:00
5.77,15.56,850.03,75.16,0,2026-05-01T07:24:03.319844+00:00
5.78,15.5,850.05,74.88,0,2026-05-01T07:24:06.580439+00:00
5.78,15.44,849.2,75.39,0,2026-05-01T07:24:09.843029+00:00
5.8,15.44,848.61,75.0,0,2026-05-01T07:24:13.108568+00:00
5.8,15.44,848.94,75.78,0,2026-05-01T07:24:16.371679+00:00
5.79,15.44,848.36,76.18,0,2026-05-01T07:24:19.632136+00:00
5.81,15.5,849.55,76.06,0,2026-05-01T07:24:22.897721+00:00
5.8,15.5,849.57,76.45,0,2026-05-01T07:24:26.159214+00:00
5.81,15.5,850.6,77.24,0,2026-05-01T07:24:29.421802+00:00
5.79,15.5,850.22,77.24,0,2026-05-01T07:24:32.703416+00:00
5.8,15.56,850.28,77.12,0,2026-05-01T07:24:35.946923+00:00
5.81,15.56,849.96,77.51,0,2026-05-01T07:24:39.211370+00:00
5.81,15.63,851.57,77.0,0,2026-05-01T07:24:42.473705+00:00
5.8,15.69,850.68,77.27,0,2026-05-01T07:24:45.736416+00:00
5.82,15.75,851.1,77.15,0,2026-05-01T07:24:49.002272+00:00
5.84,15.81,851.4,77.03,0,2026-05-01T07:24:56.236884+00:00
5.84,15.88,851.83,75.75,0,2026-05-01T07:24:56.269496+00:00
5.82,16.0,851.62,76.68,0,2026-05-01T07:24:58.791032+00:00
5.84,16.06,851.55,76.18,0,2026-05-01T07:25:02.052385+00:00
5.84,16.12,851.71,76.84,0,2026-05-01T07:25:05.318334+00:00
5.84,16.19,851.92,77.1,0,2026-05-01T07:25:08.581159+00:00
5.85,16.25,852.16,76.99,0,2026-05-01T07:25:11.842552+00:00
5.85,16.25,852.4,76.99,0,2026-05-01T07:25:15.113378+00:00
5.85,16.31,852.3,76.87,0,2026-05-01T07:25:18.374072+00:00
5.84,16.31,852.61,76.87,0,2026-05-01T07:25:21.633974+00:00
5.85,16.37,852.54,76.75,0,2026-05-01T07:25:24.896920+00:00
5.85,16.37,852.0,77.14,0,2026-05-01T07:25:28.161364+00:00
5.85,16.44,851.67,77.4,0,2026-05-01T07:25:31.425832+00:00
5.85,16.5,851.74,76.91,0,2026-05-01T07:25:34.683809+00:00
5.85,16.5,851.76,76.91,0,2026-05-01T07:25:37.965047+00:00
5.85,16.62,851.89,77.06,0,2026-05-01T07:25:44.474820+00:00
5.85,16.62,851.29,77.06,0,2026-05-01T07:25:47.737441+00:00
5.88,16.62,851.63,77.44,0,2026-05-01T07:25:51.000925+00:00
5.83,16.75,851.39,77.2,0,2026-05-01T07:25:54.278644+00:00
5.84,16.75,851.31,77.58,0,2026-05-01T07:25:57.523602+00:00
5.83,16.87,850.61,77.35,0,2026-05-01T07:26:00.785644+00:00
5.85,16.87,851.76,77.73,0,2026-05-01T07:26:04.049439+00:00
5.85,16.87,850.06,77.35,0,2026-05-01T07:26:07.313230+00:00
5.84,17.0,849.72,76.75,0,2026-05-01T07:26:10.577132+00:00
5.84,17.06,849.96,77.01,0,2026-05-01T07:26:13.842256+00:00
5.85,17.12,850.88,75.76,0,2026-05-01T07:26:17.102707+00:00
5.81,17.12,849.45,76.89,0,2026-05-01T07:26:20.364777+00:00
5.84,17.19,849.88,76.78,0,2026-05-01T07:26:23.632653+00:00
5.85,17.19,850.18,77.53,0,2026-05-01T07:26:26.896208+00:00
5.84,17.19,849.92,78.28,0,2026-05-01T07:26:30.159160+00:00
5.84,17.31,850.02,77.3,0,2026-05-01T07:26:33.426969+00:00
5.84,17.37,850.56,76.44,0,2026-05-01T07:26:36.679407+00:00
5.83,17.44,850.72,76.7,0,2026-05-01T07:26:39.955897+00:00
5.84,17.5,849.9,76.96,0,2026-05-01T07:26:46.472731+00:00
5.84,17.5,850.35,77.71,0,2026-05-01T07:26:49.757358+00:00
5.85,17.56,850.66,77.22,0,2026-05-01T07:26:53.006359+00:00
5.85,17.56,851.1,78.33,0,2026-05-01T07:26:56.260233+00:00
5.85,17.62,851.23,77.48,0,2026-05-01T07:26:59.523047+00:00
5.85,17.69,851.44,77.73,0,2026-05-01T07:27:02.782931+00:00
5.86,17.75,851.67,77.25,0,2026-05-01T07:27:06.047217+00:00
5.86,17.81,851.4,77.51,0,2026-05-01T07:27:09.313073+00:00
6.03,20.0,850.38,79.0,0,2026-05-01T07:31:05.605842+00:00
6.04,20.06,851.52,78.54,0,2026-05-01T07:31:08.818268+00:00
6.05,20.06,851.01,78.19,0,2026-05-01T07:31:12.081335+00:00
6.05,20.12,848.51,80.87,0,2026-05-01T07:31:18.609842+00:00
6.04,20.25,849.08,80.64,0,2026-05-01T07:31:21.879094+00:00
6.03,20.25,848.74,80.99,0,2026-05-01T07:31:25.133536+00:00
6.04,20.31,848.81,80.88,0,2026-05-01T07:31:28.396381+00:00
6.01,20.37,848.32,81.11,0,2026-05-01T07:31:31.659415+00:00
6.03,20.31,847.83,81.57,0,2026-05-01T07:31:34.922421+00:00
6.03,20.37,847.85,82.15,0,2026-05-01T07:31:38.185648+00:00
6.03,20.37,848.2,81.11,0,2026-05-01T07:31:41.448271+00:00
6.03,20.44,848.48,79.62,0,2026-05-01T07:31:44.711469+00:00
6.03,20.44,848.22,81.69,0,2026-05-01T07:31:47.975393+00:00
6.04,20.5,847.97,81.92,0,2026-05-01T07:31:51.237140+00:00
6.01,20.5,847.72,81.92,0,2026-05-01T07:31:54.501959+00:00
6.0,20.56,847.65,81.81,0,2026-05-01T07:31:57.763656+00:00
6.02,20.5,847.8,82.61,0,2026-05-01T07:32:01.028217+00:00
6.04,20.56,847.33,81.81,0,2026-05-01T07:32:04.291546+00:00
6.05,20.56,847.53,81.81,0,2026-05-01T07:32:07.552824+00:00
6.03,20.62,847.25,82.04,0,2026-05-01T07:32:10.815292+00:00
6.01,20.69,848.02,82.27,0,2026-05-01T07:32:14.078625+00:00
6.02,20.75,848.77,82.5,0,2026-05-01T07:32:17.341553+00:00
6.03,20.75,848.13,82.5,0,2026-05-01T07:32:20.604707+00:00
6.03,20.81,847.94,81.36,0,2026-05-01T07:32:23.868519+00:00
6.04,20.81,848.91,82.05,0,2026-05-01T07:32:27.130681+00:00
6.03,20.87,848.35,81.93,0,2026-05-01T07:32:30.397634+00:00
6.04,20.87,848.69,81.93,0,2026-05-01T07:32:33.656702+00:00
6.05,20.87,848.62,83.3,0,2026-05-01T07:32:36.922081+00:00
6.03,20.94,848.09,82.16,0,2026-05-01T07:32:40.183016+00:00
6.02,21.0,847.76,82.39,0,2026-05-01T07:32:43.449949+00:00
6.05,21.0,848.0,82.73,0,2026-05-01T07:32:46.709042+00:00
6.3,21.06,700.0,88.03,0,2026-05-01T07:33:35.134315+00:00
6.28,21.5,910.0,85.2,0,2026-05-01T07:33:38.395995+00:00
6.28,21.56,973.0,86.42,0,2026-05-01T07:33:41.657401+00:00
6.29,21.56,991.9,86.42,0,2026-05-01T07:33:44.918638+00:00
6.3,21.56,997.57,86.08,0,2026-05-01T07:33:48.188358+00:00
6.3,21.62,999.27,85.97,0,2026-05-01T07:33:51.446460+00:00
6.29,21.69,999.78,84.52,0,2026-05-01T07:33:54.707525+00:00
6.3,21.69,999.93,84.19,0,2026-05-01T07:33:57.972495+00:00
